"MET2013","METRO_AREA","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
41500,"Salinas, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",67,NA,46,NA,NA,NA,21,NA,NA,68.66,NA,NA,NA,31.34,NA
41500,"Salinas, CA","2003","Marriage and family therapists","Mental health counselors","ALL",56,46,8,NA,NA,2,NA,NA,82.14,14.29,NA,NA,3.57,NA,NA
41500,"Salinas, CA","1825","Other psychologists","Psychologists","MALE",91,NA,91,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41500,"Salinas, CA","2003","Marriage and family therapists","Mental health counselors","MALE",2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,100,NA,NA
41500,"Salinas, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",22,13,9,NA,NA,NA,NA,NA,59.09,40.91,NA,NA,NA,NA,NA
41500,"Salinas, CA","1822","School psychologists","Psychologists","MALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41500,"Salinas, CA","1821","Clinical and counseling psychologists","Psychologists","ALL",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41500,"Salinas, CA","1822","School psychologists","Psychologists","ALL",42,15,27,NA,NA,NA,NA,NA,35.71,64.29,NA,NA,NA,NA,NA
41500,"Salinas, CA","1822","School psychologists","Psychologists","FEMALE",24,15,9,NA,NA,NA,NA,NA,62.5,37.5,NA,NA,NA,NA,NA
41500,"Salinas, CA","1825","Other psychologists","Psychologists","FEMALE",144,NA,144,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41500,"Salinas, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",67,NA,46,NA,NA,NA,21,NA,NA,68.66,NA,NA,NA,31.34,NA
41500,"Salinas, CA","2003","Marriage and family therapists","Mental health counselors","FEMALE",54,46,8,NA,NA,NA,NA,NA,85.19,14.81,NA,NA,NA,NA,NA
41500,"Salinas, CA","0000","Total-Pop","Total-Pop","ALL",493728,290484,150665,1038,27309,10749,12922,561,58.83,30.52,0.21,5.53,2.18,2.62,0.11
41500,"Salinas, CA","2005","Rehabilitation counselors","Mental health counselors","ALL",23,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
41500,"Salinas, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",28,19,9,NA,NA,NA,NA,NA,67.86,32.14,NA,NA,NA,NA,NA
41500,"Salinas, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",6,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
41500,"Salinas, CA","2004","Mental health counselors","Mental health counselors","MALE",47,12,21,NA,NA,NA,14,NA,25.53,44.68,NA,NA,NA,29.79,NA
41500,"Salinas, CA","2005","Rehabilitation counselors","Mental health counselors","MALE",23,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
41500,"Salinas, CA","0000","Total-Pop","Total-Pop","MALE",250710,149494,74703,566,12629,6833,6113,372,59.63,29.8,0.23,5.04,2.73,2.44,0.15
41500,"Salinas, CA","1821","Clinical and counseling psychologists","Psychologists","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41500,"Salinas, CA","0000","Total-Pop","Total-Pop","FEMALE",243018,140990,75962,472,14680,3916,6809,189,58.02,31.26,0.19,6.04,1.61,2.8,0.08
41500,"Salinas, CA","2004","Mental health counselors","Mental health counselors","ALL",107,37,26,NA,30,NA,14,NA,34.58,24.3,NA,28.04,NA,13.08,NA
41540,"Salisbury, MD-DE","1825","Other psychologists","Psychologists","MALE",64,12,52,NA,NA,NA,NA,NA,18.75,81.25,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","1821","Clinical and counseling psychologists","Psychologists","FEMALE",77,NA,77,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","1822","School psychologists","Psychologists","MALE",41,NA,41,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","0000","Total-Pop","Total-Pop","FEMALE",207656,13616,149084,626,3458,35440,4809,623,6.56,71.79,0.3,1.67,17.07,2.32,0.3
41540,"Salisbury, MD-DE","0000","Total-Pop","Total-Pop","ALL",404514,28815,287483,1335,6775,69400,9745,961,7.12,71.07,0.33,1.67,17.16,2.41,0.24
41540,"Salisbury, MD-DE","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",78,NA,57,NA,21,NA,NA,NA,NA,73.08,NA,26.92,NA,NA,NA
41540,"Salisbury, MD-DE","1821","Clinical and counseling psychologists","Psychologists","ALL",77,NA,77,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","1822","School psychologists","Psychologists","ALL",81,3,78,NA,NA,NA,NA,NA,3.7,96.3,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",29,NA,10,NA,NA,19,NA,NA,NA,34.48,NA,NA,65.52,NA,NA
41540,"Salisbury, MD-DE","2004","Mental health counselors","Mental health counselors","MALE",51,NA,42,NA,NA,9,NA,NA,NA,82.35,NA,NA,17.65,NA,NA
41540,"Salisbury, MD-DE","1822","School psychologists","Psychologists","FEMALE",40,3,37,NA,NA,NA,NA,NA,7.5,92.5,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","1825","Other psychologists","Psychologists","ALL",240,12,228,NA,NA,NA,NA,NA,5,95,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",92,NA,53,NA,NA,39,NA,NA,NA,57.61,NA,NA,42.39,NA,NA
41540,"Salisbury, MD-DE","2003","Marriage and family therapists","Mental health counselors","ALL",88,NA,63,NA,NA,25,NA,NA,NA,71.59,NA,NA,28.41,NA,NA
41540,"Salisbury, MD-DE","2004","Mental health counselors","Mental health counselors","FEMALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","1825","Other psychologists","Psychologists","FEMALE",176,NA,176,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41540,"Salisbury, MD-DE","0000","Total-Pop","Total-Pop","MALE",196858,15199,138399,709,3317,33960,4936,338,7.72,70.3,0.36,1.68,17.25,2.51,0.17
41540,"Salisbury, MD-DE","2003","Marriage and family therapists","Mental health counselors","FEMALE",88,NA,63,NA,NA,25,NA,NA,NA,71.59,NA,NA,28.41,NA,NA
41540,"Salisbury, MD-DE","2004","Mental health counselors","Mental health counselors","ALL",97,NA,88,NA,NA,9,NA,NA,NA,90.72,NA,NA,9.28,NA,NA
41540,"Salisbury, MD-DE","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",78,NA,57,NA,21,NA,NA,NA,NA,73.08,NA,26.92,NA,NA,NA
41540,"Salisbury, MD-DE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",63,NA,43,NA,NA,20,NA,NA,NA,68.25,NA,NA,31.75,NA,NA
41620,"Salt Lake City, UT","1821","Clinical and counseling psychologists","Psychologists","FEMALE",93,NA,93,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","1825","Other psychologists","Psychologists","MALE",237,NA,237,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2004","Mental health counselors","Mental health counselors","ALL",540,26,486,NA,NA,NA,28,NA,4.81,90,NA,NA,NA,5.19,NA
41620,"Salt Lake City, UT","2005","Rehabilitation counselors","Mental health counselors","ALL",187,NA,113,NA,74,NA,NA,NA,NA,60.43,NA,39.57,NA,NA,NA
41620,"Salt Lake City, UT","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",134,NA,123,11,NA,NA,NA,NA,NA,91.79,8.21,NA,NA,NA,NA
41620,"Salt Lake City, UT","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",356,NA,266,NA,NA,NA,90,NA,NA,74.72,NA,NA,NA,25.28,NA
41620,"Salt Lake City, UT","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",69,NA,69,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","1822","School psychologists","Psychologists","FEMALE",105,25,80,NA,NA,NA,NA,NA,23.81,76.19,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","1825","Other psychologists","Psychologists","FEMALE",405,35,370,NA,NA,NA,NA,NA,8.64,91.36,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","0000","Total-Pop","Total-Pop","FEMALE",625718,108358,454590,3991,31816,9660,15916,1387,17.32,72.65,0.64,5.08,1.54,2.54,0.22
41620,"Salt Lake City, UT","0000","Total-Pop","Total-Pop","MALE",629343,113366,454173,3854,28980,11492,16261,1217,18.01,72.17,0.61,4.6,1.83,2.58,0.19
41620,"Salt Lake City, UT","0000","Total-Pop","Total-Pop","ALL",1255061,221724,908763,7845,60796,21152,32177,2604,17.67,72.41,0.63,4.84,1.69,2.56,0.21
41620,"Salt Lake City, UT","1821","Clinical and counseling psychologists","Psychologists","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","1822","School psychologists","Psychologists","MALE",54,NA,39,NA,15,NA,NA,NA,NA,72.22,NA,27.78,NA,NA,NA
41620,"Salt Lake City, UT","2004","Mental health counselors","Mental health counselors","MALE",147,26,121,NA,NA,NA,NA,NA,17.69,82.31,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2003","Marriage and family therapists","Mental health counselors","FEMALE",71,NA,71,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2004","Mental health counselors","Mental health counselors","FEMALE",393,NA,365,NA,NA,NA,28,NA,NA,92.88,NA,NA,NA,7.12,NA
41620,"Salt Lake City, UT","2003","Marriage and family therapists","Mental health counselors","MALE",60,NA,60,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","1822","School psychologists","Psychologists","ALL",159,25,119,NA,15,NA,NA,NA,15.72,74.84,NA,9.43,NA,NA,NA
41620,"Salt Lake City, UT","2005","Rehabilitation counselors","Mental health counselors","FEMALE",116,NA,42,NA,74,NA,NA,NA,NA,36.21,NA,63.79,NA,NA,NA
41620,"Salt Lake City, UT","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",112,NA,101,11,NA,NA,NA,NA,NA,90.18,9.82,NA,NA,NA,NA
41620,"Salt Lake City, UT","1821","Clinical and counseling psychologists","Psychologists","ALL",106,NA,106,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2005","Rehabilitation counselors","Mental health counselors","MALE",71,NA,71,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2003","Marriage and family therapists","Mental health counselors","ALL",131,NA,131,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","1825","Other psychologists","Psychologists","ALL",642,35,607,NA,NA,NA,NA,NA,5.45,94.55,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41620,"Salt Lake City, UT","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",425,NA,335,NA,NA,NA,90,NA,NA,78.82,NA,NA,NA,21.18,NA
41660,"San Angelo, TX","1821","Clinical and counseling psychologists","Psychologists","ALL",104,NA,34,NA,NA,70,NA,NA,NA,32.69,NA,NA,67.31,NA,NA
41660,"San Angelo, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",95,80,15,NA,NA,NA,NA,NA,84.21,15.79,NA,NA,NA,NA,NA
41660,"San Angelo, TX","2005","Rehabilitation counselors","Mental health counselors","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","0000","Total-Pop","Total-Pop","MALE",58548,23156,30938,129,823,2627,848,27,39.55,52.84,0.22,1.41,4.49,1.45,0.05
41660,"San Angelo, TX","2004","Mental health counselors","Mental health counselors","ALL",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","2005","Rehabilitation counselors","Mental health counselors","ALL",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","2003","Marriage and family therapists","Mental health counselors","ALL",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","1821","Clinical and counseling psychologists","Psychologists","FEMALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",95,80,15,NA,NA,NA,NA,NA,84.21,15.79,NA,NA,NA,NA,NA
41660,"San Angelo, TX","0000","Total-Pop","Total-Pop","FEMALE",58963,23836,31561,91,867,1935,602,71,40.43,53.53,0.15,1.47,3.28,1.02,0.12
41660,"San Angelo, TX","2003","Marriage and family therapists","Mental health counselors","FEMALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","0000","Total-Pop","Total-Pop","ALL",117511,46992,62499,220,1690,4562,1450,98,39.99,53.19,0.19,1.44,3.88,1.23,0.08
41660,"San Angelo, TX","1821","Clinical and counseling psychologists","Psychologists","MALE",94,NA,24,NA,NA,70,NA,NA,NA,25.53,NA,NA,74.47,NA,NA
41660,"San Angelo, TX","2004","Mental health counselors","Mental health counselors","FEMALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41660,"San Angelo, TX","2005","Rehabilitation counselors","Mental health counselors","FEMALE",9,NA,9,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",171,155,16,NA,NA,NA,NA,NA,90.64,9.36,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","1825","Other psychologists","Psychologists","FEMALE",512,127,307,NA,21,57,NA,NA,24.8,59.96,NA,4.1,11.13,NA,NA
41700,"San Antonio-New Braunfels, TX","2003","Marriage and family therapists","Mental health counselors","FEMALE",237,34,147,NA,NA,56,NA,NA,14.35,62.03,NA,NA,23.63,NA,NA
41700,"San Antonio-New Braunfels, TX","1822","School psychologists","Psychologists","FEMALE",106,29,77,NA,NA,NA,NA,NA,27.36,72.64,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","0000","Total-Pop","Total-Pop","FEMALE",1208399,686082,388067,1902,33269,76864,20547,1668,56.78,32.11,0.16,2.75,6.36,1.7,0.14
41700,"San Antonio-New Braunfels, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",576,318,188,NA,16,40,14,NA,55.21,32.64,NA,2.78,6.94,2.43,NA
41700,"San Antonio-New Braunfels, TX","1825","Other psychologists","Psychologists","ALL",663,141,444,NA,21,57,NA,NA,21.27,66.97,NA,3.17,8.6,NA,NA
41700,"San Antonio-New Braunfels, TX","2004","Mental health counselors","Mental health counselors","FEMALE",544,127,395,NA,NA,22,NA,NA,23.35,72.61,NA,NA,4.04,NA,NA
41700,"San Antonio-New Braunfels, TX","1821","Clinical and counseling psychologists","Psychologists","ALL",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","1822","School psychologists","Psychologists","ALL",169,53,116,NA,NA,NA,NA,NA,31.36,68.64,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","0000","Total-Pop","Total-Pop","ALL",2394807,1352820,774935,3780,60574,157266,41629,3803,56.49,32.36,0.16,2.53,6.57,1.74,0.16
41700,"San Antonio-New Braunfels, TX","2005","Rehabilitation counselors","Mental health counselors","MALE",75,27,48,NA,NA,NA,NA,NA,36,64,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","1821","Clinical and counseling psychologists","Psychologists","FEMALE",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","2003","Marriage and family therapists","Mental health counselors","ALL",331,34,199,NA,NA,98,NA,NA,10.27,60.12,NA,NA,29.61,NA,NA
41700,"San Antonio-New Braunfels, TX","0000","Total-Pop","Total-Pop","MALE",1186408,666738,386868,1878,27305,80402,21082,2135,56.2,32.61,0.16,2.3,6.78,1.78,0.18
41700,"San Antonio-New Braunfels, TX","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",205,118,72,NA,NA,15,NA,NA,57.56,35.12,NA,NA,7.32,NA,NA
41700,"San Antonio-New Braunfels, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",815,520,213,NA,16,40,26,NA,63.8,26.13,NA,1.96,4.91,3.19,NA
41700,"San Antonio-New Braunfels, TX","2004","Mental health counselors","Mental health counselors","MALE",259,101,85,NA,NA,54,19,NA,39,32.82,NA,NA,20.85,7.34,NA
41700,"San Antonio-New Braunfels, TX","2005","Rehabilitation counselors","Mental health counselors","FEMALE",180,94,56,NA,NA,30,NA,NA,52.22,31.11,NA,NA,16.67,NA,NA
41700,"San Antonio-New Braunfels, TX","2005","Rehabilitation counselors","Mental health counselors","ALL",255,121,104,NA,NA,30,NA,NA,47.45,40.78,NA,NA,11.76,NA,NA
41700,"San Antonio-New Braunfels, TX","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",376,273,88,NA,NA,15,NA,NA,72.61,23.4,NA,NA,3.99,NA,NA
41700,"San Antonio-New Braunfels, TX","1821","Clinical and counseling psychologists","Psychologists","MALE",54,NA,54,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","2004","Mental health counselors","Mental health counselors","ALL",803,228,480,NA,NA,76,19,NA,28.39,59.78,NA,NA,9.46,2.37,NA
41700,"San Antonio-New Braunfels, TX","1825","Other psychologists","Psychologists","MALE",151,14,137,NA,NA,NA,NA,NA,9.27,90.73,NA,NA,NA,NA,NA
41700,"San Antonio-New Braunfels, TX","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",239,202,25,NA,NA,NA,12,NA,84.52,10.46,NA,NA,NA,5.02,NA
41700,"San Antonio-New Braunfels, TX","2003","Marriage and family therapists","Mental health counselors","MALE",94,NA,52,NA,NA,42,NA,NA,NA,55.32,NA,NA,44.68,NA,NA
41700,"San Antonio-New Braunfels, TX","1822","School psychologists","Psychologists","MALE",63,24,39,NA,NA,NA,NA,NA,38.1,61.9,NA,NA,NA,NA,NA
41740,"San Diego-Carlsbad, CA","2004","Mental health counselors","Mental health counselors","ALL",1407,444,594,NA,223,136,10,NA,31.56,42.22,NA,15.85,9.67,0.71,NA
41740,"San Diego-Carlsbad, CA","2005","Rehabilitation counselors","Mental health counselors","ALL",195,36,129,NA,15,15,NA,NA,18.46,66.15,NA,7.69,7.69,NA,NA
41740,"San Diego-Carlsbad, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1373,401,576,2,167,165,62,NA,29.21,41.95,0.15,12.16,12.02,4.52,NA
41740,"San Diego-Carlsbad, CA","1825","Other psychologists","Psychologists","ALL",2272,329,1774,NA,89,41,39,NA,14.48,78.08,NA,3.92,1.8,1.72,NA
41740,"San Diego-Carlsbad, CA","2003","Marriage and family therapists","Mental health counselors","ALL",747,217,396,NA,52,70,12,NA,29.05,53.01,NA,6.96,9.37,1.61,NA
41740,"San Diego-Carlsbad, CA","1822","School psychologists","Psychologists","FEMALE",546,78,383,NA,72,NA,13,NA,14.29,70.15,NA,13.19,NA,2.38,NA
41740,"San Diego-Carlsbad, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",221,40,181,NA,NA,NA,NA,NA,18.1,81.9,NA,NA,NA,NA,NA
41740,"San Diego-Carlsbad, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",907,276,385,2,167,60,17,NA,30.43,42.45,0.22,18.41,6.62,1.87,NA
41740,"San Diego-Carlsbad, CA","2004","Mental health counselors","Mental health counselors","FEMALE",1007,297,491,NA,159,50,10,NA,29.49,48.76,NA,15.79,4.97,0.99,NA
41740,"San Diego-Carlsbad, CA","2005","Rehabilitation counselors","Mental health counselors","FEMALE",148,23,110,NA,15,NA,NA,NA,15.54,74.32,NA,10.14,NA,NA,NA
41740,"San Diego-Carlsbad, CA","1825","Other psychologists","Psychologists","FEMALE",1655,282,1204,NA,89,41,39,NA,17.04,72.75,NA,5.38,2.48,2.36,NA
41740,"San Diego-Carlsbad, CA","0000","Total-Pop","Total-Pop","ALL",3316302,1117005,1510895,12090,394382,156446,118676,6808,33.68,45.56,0.36,11.89,4.72,3.58,0.21
41740,"San Diego-Carlsbad, CA","2003","Marriage and family therapists","Mental health counselors","MALE",186,65,109,NA,NA,NA,12,NA,34.95,58.6,NA,NA,NA,6.45,NA
41740,"San Diego-Carlsbad, CA","1821","Clinical and counseling psychologists","Psychologists","FEMALE",362,44,283,NA,23,NA,NA,12,12.15,78.18,NA,6.35,NA,NA,3.31
41740,"San Diego-Carlsbad, CA","0000","Total-Pop","Total-Pop","FEMALE",1647547,562003,736050,5432,210148,71240,59092,3582,34.11,44.68,0.33,12.76,4.32,3.59,0.22
41740,"San Diego-Carlsbad, CA","0000","Total-Pop","Total-Pop","MALE",1668755,555002,774845,6658,184234,85206,59584,3226,33.26,46.43,0.4,11.04,5.11,3.57,0.19
41740,"San Diego-Carlsbad, CA","2005","Rehabilitation counselors","Mental health counselors","MALE",47,13,19,NA,NA,15,NA,NA,27.66,40.43,NA,NA,31.91,NA,NA
41740,"San Diego-Carlsbad, CA","2003","Marriage and family therapists","Mental health counselors","FEMALE",561,152,287,NA,52,70,NA,NA,27.09,51.16,NA,9.27,12.48,NA,NA
41740,"San Diego-Carlsbad, CA","1822","School psychologists","Psychologists","MALE",210,NA,210,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41740,"San Diego-Carlsbad, CA","1825","Other psychologists","Psychologists","MALE",617,47,570,NA,NA,NA,NA,NA,7.62,92.38,NA,NA,NA,NA,NA
41740,"San Diego-Carlsbad, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",135,40,95,NA,NA,NA,NA,NA,29.63,70.37,NA,NA,NA,NA,NA
41740,"San Diego-Carlsbad, CA","1821","Clinical and counseling psychologists","Psychologists","MALE",47,NA,47,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41740,"San Diego-Carlsbad, CA","1822","School psychologists","Psychologists","ALL",756,78,593,NA,72,NA,13,NA,10.32,78.44,NA,9.52,NA,1.72,NA
41740,"San Diego-Carlsbad, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",466,125,191,NA,NA,105,45,NA,26.82,40.99,NA,NA,22.53,9.66,NA
